1990/05/04,国民の休日
1990/05/05,こどもの日
1990/09/15,敬老の日
1990/09/23,秋分の日
1990/09/24,振替休日
1990/10/10,体育の日
1990/11/03,文化の日
1990/11/12,即位礼正殿の儀
1990/11/23,勤労感謝の日
1990/12/23,天皇誕生日
1990/12/24,振替休日
1991/01/01,元日
1991/01/15,成人の日
1991/02/11,建国記念の日
1991/03/21,春分の日
1991/04/29,みどりの日
1991/05/03,憲法記念日
1991/05/04,国民の休日
1991/05/05,こどもの日
1991/05/06,振替休日
1991/09/15,敬老の日
1991/09/16,振替休日
1991/09/23,秋分の日
1991/10/10,体育の日
1991/11/03,文化の日
1991/11/04,振替休日
1991/11/23,勤労感謝の日
1991/12/23,天皇誕生日
1992/01/01,元日
1992/01/15,成人の日
1992/02/11,建国記念の日
1992/03/20,春分の日
1992/04/29,みどりの日
1992/05/03,憲法記念日
1992/05/04,振替休日
1992/05/05,こどもの日
1992/09/15,敬老の日
1992/09/23,秋分の日
1992/10/10,体育の日
1992/11/03,文化の日
1992/11/23,勤労感謝の日
1992/12/23,天皇誕生日
1993/01/01,元日
1993/01/15,成人の日
1993/02/11,建国記念の日
1993/03/20,春分の日
1993/04/29,みどりの日
1993/05/03,憲法記念日
1993/05/04,国民の休日
1993/05/05,こどもの日
1993/06/09,徳仁親王の結婚の儀
1993/09/15,敬老の日
1993/09/23,秋分の日
1993/10/10,体育の日
1993/10/11,振替休日
1993/11/03,文化の日
1993/11/23,勤労感謝の日
1993/12/23,天皇誕生日
1994/01/01,元日
1994/01/15,成人の日
1994/02/11,建国記念の日
1994/03/21,春分の日
1994/04/29,みどりの日
1994/05/03,憲法記念日
1994/05/04,国民の休日
1994/05/05,こどもの日
1994/09/15,敬老の日
1994/09/23,秋分の日
1994/10/10,体育の日
1994/11/03,文化の日
1994/11/23,勤労感謝の日
1994/12/23,天皇誕生日
1995/01/01,元日
1995/01/02,振替休日
1995/01/15,成人の日
1995/01/16,振替休日
1995/02/11,建国記念の日
1995/03/21,春分の日
1995/04/29,みどりの日
1995/05/03,憲法記念日
1995/05/04,国民の休日
1995/05/05,こどもの日
1995/09/15,敬老の日
1995/09/23,秋分の日
1995/10/10,体育の日
1995/11/03,文化の日
1995/11/23,勤労感謝の日
1995/12/23,天皇誕生日
1996/01/01,元日
1996/01/15,成人の日
1996/02/11,建国記念の日
1996/02/12,振替休日
1996/03/20,春分の日
1996/04/29,みどりの日
1996/05/03,憲法記念日
1996/05/04,国民の休日
1996/05/05,こどもの日
1996/05/06,振替休日
1996/07/20,海の日
1996/09/15,敬老の日
1996/09/16,振替休日
1996/09/23,秋分の日
1996/10/10,体育の日
1996/11/03,文化の日
1996/11/04,振替休日
1996/11/23,勤労感謝の日
1996/12/23,天皇誕生日
1997/01/01,元日
1997/01/15,成人の日
1997/02/11,建国記念の日
1997/03/20,春分の日
1997/04/29,みどりの日
1997/05/03,憲法記念日
1997/05/05,こどもの日
1997/07/20,海の日
1997/07/21,振替休日
1997/09/15,敬老の日
1997/09/23,秋分の日
1997/10/10,体育の日
1997/11/03,文化の日
1997/11/23,勤労感謝の日
1997/11/24,振替休日
1997/12/23,天皇誕生日
1998/01/01,元日
1998/01/15,成人の日
1998/02/11,建国記念の日
1998/03/21,春分の日
1998/04/29,みどりの日
1998/05/03,憲法記念日
1998/05/04,振替休日
1998/05/05,こどもの日
1998/07/20,海の日
1998/09/15,敬老の日
1998/09/23,秋分の日
1998/10/10,体育の日
1998/11/03,文化の日
1998/11/23,勤労感謝の日
1998/12/23,天皇誕生日
1999/01/01,元日
1999/01/15,成人の日
1999/02/11,建国記念の日
1999/03/21,春分の日
1999/03/22,振替休日
1999/04/29,みどりの日
1999/05/03,憲法記念日
1999/05/04,国民の休日
1999/05/05,こどもの日
1999/07/20,海の日
1999/09/15,敬老の日
1999/09/23,秋分の日
1999/10/10,体育の日
1999/10/11,振替休日
1999/11/03,文化の日
1999/11/23,勤労感謝の日
1999/12/23,天皇誕生日
2000/01/01,元日
2000/01/10,成人の日
2000/02/11,建国記念の日
2000/03/20,春分の日
2000/04/29,みどりの日
2000/05/03,憲法記念日
2000/05/04,国民の休日
2000/05/05,こどもの日
2000/07/20,海の日
2000/09/15,敬老の日
2000/09/23,秋分の日
2000/10/09,体育の日
2000/11/03,文化の日
2000/11/23,勤労感謝の日
2000/12/23,天皇誕生日
2001/01/01,元日
2001/01/08,成人の日
2001/02/11,建国記念の日
2001/02/12,振替休日
2001/03/20,春分の日
2001/04/29,みどりの日
2001/04/30,振替休日
2001/05/03,憲法記念日
2001/05/04,国民の休日
2001/05/05,こどもの日
2001/07/20,海の日
2001/09/15,敬老の日
2001/09/23,秋分の日
2001/09/24,振替休日
2001/10/08,体育の日
2001/11/03,文化の日
2001/11/23,勤労感謝の日
2001/12/23,天皇誕生日
2001/12/24,振替休日
2002/01/01,元日
2002/01/14,成人の日
2002/02/11,建国記念の日
2002/03/21,春分の日
2002/04/29,みどりの日
2002/05/03,憲法記念日
2002/05/04,国民の休日
2002/05/05,こどもの日
2002/05/06,振替休日
2002/07/20,海の日
2002/09/15,敬老の日
2002/09/16,振替休日
2002/09/23,秋分の日
2002/10/14,体育の日
2002/11/03,文化の日
2002/11/04,振替休日
2002/11/23,勤労感謝の日
2002/12/23,天皇誕生日
2003/01/01,元日
2003/01/13,成人の日
2003/02/11,建国記念の日
2003/03/21,春分の日
2003/04/29,みどりの日
2003/05/03,憲法記念日
2003/05/05,こどもの日
2003/07/21,海の日
2003/09/15,敬老の日
2003/09/23,秋分の日
2003/10/13,体育の日
2003/11/03,文化の日
2003/11/23,勤労感謝の日
2003/11/24,振替休日
2003/12/23,天皇誕生日
2004/01/01,元日
2004/01/12,成人の日
2004/02/11,建国記念の日
2004/03/20,春分の日
2004/04/29,みどりの日
2004/05/03,憲法記念日
2004/05/04,国民の休日
2004/05/05,こどもの日
2004/07/19,海の日
2004/09/20,敬老の日
2004/09/23,秋分の日
2004/10/11,体育の日
2004/11/03,文化の日
2004/11/23,勤労感謝の日
2004/12/23,天皇誕生日
2005/01/01,元日
2005/01/10,成人の日
2005/02/11,建国記念の日
2005/03/20,春分の日
2005/03/21,振替休日
2005/04/29,みどりの日
2005/05/03,憲法記念日
2005/05/04,国民の休日
2005/05/05,こどもの日
2005/07/18,海の日
2005/09/19,敬老の日
2005/09/23,秋分の日
2005/10/10,体育の日
2005/11/03,文化の日
2005/11/23,勤労感謝の日
2005/12/23,天皇誕生日
2006/01/01,元日
2006/01/02,振替休日
2006/01/09,成人の日
2006/02/11,建国記念の日
2006/03/21,春分の日
2006/04/29,みどりの日
2006/05/03,憲法記念日
2006/05/04,国民の休日
2006/05/05,こどもの日
2006/07/17,海の日
2006/09/18,敬老の日
2006/09/23,秋分の日
2006/10/09,体育の日
2006/11/03,文化の日
2006/11/23,勤労感謝の日
2006/12/23,天皇誕生日
2007/01/01,元日
2007/01/08,成人の日
2007/02/11,建国記念の日
2007/02/12,振替休日
2007/03/21,春分の日
2007/04/29,昭和の日
2007/04/30,振替休日
2007/05/03,憲法記念日
2007/05/04,みどりの日
2007/05/05,こどもの日
2007/07/16,海の日
2007/09/17,敬老の日
2007/09/23,秋分の日
2007/09/24,振替休日
2007/10/08,体育の日
2007/11/03,文化の日
2007/11/23,勤労感謝の日
2007/12/23,天皇誕生日
2007/12/24,振替休日
2008/01/01,元日
2008/01/14,成人の日
2008/02/11,建国記念の日
2008/03/20,春分の日
2008/04/29,昭和の日
2008/05/03,憲法記念日
2008/05/04,みどりの日
2008/05/05,こどもの日
2008/05/06,振替休日
2008/07/21,海の日
2008/09/15,敬老の日
2008/09/23,秋分の日
2008/10/13,体育の日
2008/11/03,文化の日
2008/11/23,勤労感謝の日
2008/11/24,振替休日
2008/12/23,天皇誕生日
2009/01/01,元日
2009/01/12,成人の日
2009/02/11,建国記念の日
2009/03/20,春分の日
2009/04/29,昭和の日
2009/05/03,憲法記念日
2009/05/04,みどりの日
2009/05/05,こどもの日
2009/05/06,振替休日
2009/07/20,海の日
2009/09/21,敬老の日
2009/09/22,国民の休日
2009/09/23,秋分の日
2009/10/12,体育の日
2009/11/03,文化の日
2009/11/23,勤労感謝の日
2009/12/23,天皇誕生日
2010/01/01,元日
2010/01/11,成人の日
2010/02/11,建国記念の日
2010/03/21,春分の日
2010/03/22,振替休日
2010/04/29,昭和の日
2010/05/03,憲法記念日
2010/05/04,みどりの日
2010/05/05,こどもの日
2010/07/19,海の日
2010/09/20,敬老の日
2010/09/23,秋分の日
2010/10/11,体育の日
2010/11/03,文化の日
2010/11/23,勤労感謝の日
2010/12/23,天皇誕生日
2011/01/01,元日
2011/01/10,成人の日
2011/02/11,建国記念の日
2011/03/21,春分の日
2011/04/29,昭和の日
2011/05/03,憲法記念日
2011/05/04,みどりの日
2011/05/05,こどもの日
2011/07/18,海の日
2011/09/19,敬老の日
2011/09/23,秋分の日
2011/10/10,体育の日
2011/11/03,文化の日
2011/11/23,勤労感謝の日
2011/12/23,天皇誕生日
2012/01/01,元日
2012/01/02,振替休日
2012/01/09,成人の日
2012/02/11,建国記念の日
2012/03/20,春分の日
2012/04/29,昭和の日
2012/04/30,振替休日
2012/05/03,憲法記念日
2012/05/04,みどりの日
2012/05/05,こどもの日
2012/07/16,海の日
2012/09/17,敬老の日
2012/09/22,秋分の日
2012/10/08,体育の日
2012/11/03,文化の日
2012/11/23,勤労感謝の日
2012/12/23,天皇誕生日
2012/12/24,振替休日
2013/01/01,元日
2013/01/14,成人の日
2013/02/11,建国記念の日
2013/03/20,春分の日
2013/04/29,昭和の日
2013/05/03,憲法記念日
2013/05/04,みどりの日
2013/05/05,こどもの日
2013/05/06,振替休日
2013/07/15,海の日
2013/09/16,敬老の日
2013/09/23,秋分の日
2013/10/14,体育の日
2013/11/03,文化の日
2013/11/04,振替休日
2013/11/23,勤労感謝の日
2013/12/23,天皇誕生日
2014/01/01,元日
2014/01/13,成人の日
2014/02/11,建国記念の日
2014/03/21,春分の日
2014/04/29,昭和の日
2014/05/03,憲法記念日
2014/05/04,みどりの日
2014/05/05,こどもの日
2014/05/06,振替休日
2014/07/21,海の日
2014/09/15,敬老の日
2014/09/23,秋分の日
2014/10/13,体育の日
2014/11/03,文化の日
2014/11/23,勤労感謝の日
2014/11/24,振替休日
2014/12/23,天皇誕生日
2015/01/01,元日
2015/01/12,成人の日
2015/02/11,建国記念の日
2015/03/21,春分の日
2015/04/29,昭和の日
2015/05/03,憲法記念日
2015/05/04,みどりの日
2015/05/05,こどもの日
2015/05/06,振替休日
2015/07/20,海の日
2015/09/21,敬老の日
2015/09/22,国民の休日
2015/09/23,秋分の日
2015/10/12,体育の日
2015/11/03,文化の日
2015/11/23,勤労感謝の日
2015/12/23,天皇誕生日
2016/01/01,元日
2016/01/11,成人の日
2016/02/11,建国記念の日
2016/03/20,春分の日
2016/03/21,振替休日
2016/04/29,昭和の日
2016/05/03,憲法記念日
2016/05/04,みどりの日
2016/05/05,こどもの日
2016/07/18,海の日
2016/08/11,山の日
2016/09/19,敬老の日
2016/09/22,秋分の日
2016/10/10,体育の日
2016/11/03,文化の日
2016/11/23,勤労感謝の日
2016/12/23,天皇誕生日
2017/01/01,元日
2017/01/02,振替休日
2017/01/09,成人の日
2017/02/11,建国記念の日
2017/03/20,春分の日
2017/04/29,昭和の日
2017/05/03,憲法記念日
2017/05/04,みどりの日
2017/05/05,こどもの日
2017/07/17,海の日
2017/08/11,山の日
2017/09/18,敬老の日
2017/09/23,秋分の日
2017/10/09,体育の日
2017/11/03,文化の日
2017/11/23,勤労感謝の日
2017/12/23,天皇誕生日
2018/01/01,元日
2018/01/08,成人の日
2018/02/11,建国記念の日
2018/02/12,振替休日
2018/03/21,春分の日
2018/04/29,昭和の日
2018/04/30,振替休日
2018/05/03,憲法記念日
2018/05/04,みどりの日
2018/05/05,こどもの日
2018/07/16,海の日
2018/08/11,山の日
2018/09/17,敬老の日
2018/09/23,秋分の日
2018/09/24,振替休日
2018/10/08,体育の日
2018/11/03,文化の日
2018/11/23,勤労感謝の日
2018/12/23,天皇誕生日
2018/12/24,振替休日
2019/01/01,元日
2019/01/14,成人の日
2019/02/11,建国記念の日
2019/03/21,春分の日
2019/04/29,昭和の日
2019/04/30,国民の休日
2019/05/01,天皇の即位の日
2019/05/02,国民の休日
2019/05/03,憲法記念日
2019/05/04,みどりの日
2019/05/05,こどもの日
2019/05/06,振替休日
2019/07/15,海の日
2019/08/11,山の日
2019/08/12,振替休日
2019/09/16,敬老の日
2019/09/23,秋分の日
2019/10/14,体育の日
2019/10/22,即位礼正殿の儀
2019/11/03,文化の日
2019/11/04,振替休日
2019/11/23,勤労感謝の日
2020/01/01,元日
2020/01/13,成人の日
2020/02/11,建国記念の日
2020/02/23,天皇誕生日
2020/02/24,振替休日
2020/03/20,春分の日
2020/04/29,昭和の日
2020/05/03,憲法記念日
2020/05/04,みどりの日
2020/05/05,こどもの日
2020/05/06,振替休日
2020/07/23,海の日
2020/07/24,スポーツの日
2020/08/10,山の日
2020/09/21,敬老の日
2020/09/22,秋分の日
2020/11/03,文化の日
2020/11/23,勤労感謝の日
2021/01/01,元日
2021/01/11,成人の日
2021/02/11,建国記念の日
2021/02/23,天皇誕生日
2021/03/20,春分の日
2021/04/29,昭和の日
2021/05/03,憲法記念日
2021/05/04,みどりの日
2021/05/05,こどもの日
2021/07/22,海の日
2021/07/23,スポーツの日
2021/08/08,山の日
2021/08/09,振替休日
2021/09/20,敬老の日
2021/09/23,秋分の日
2021/11/03,文化の日
2021/11/23,勤労感謝の日
2022/01/01,元日
2022/01/10,成人の日
2022/02/11,建国記念の日
2022/02/23,天皇誕生日
2022/03/21,春分の日
2022/04/29,昭和の日
2022/05/03,憲法記念日
2022/05/04,みどりの日
2022/05/05,こどもの日
2022/07/18,海の日
2022/08/11,山の日
2022/09/19,敬老の日
2022/09/23,秋分の日
2022/10/10,スポーツの日
2022/11/03,文化の日
2022/11/23,勤労感謝の日
2023/01/01,元日
2023/01/02,振替休日
2023/01/09,成人の日
2023/02/11,建国記念の日
2023/02/23,天皇誕生日
2023/03/21,春分の日
2023/04/29,昭和の日
2023/05/03,憲法記念日
2023/05/04,みどりの日
2023/05/05,こどもの日
2023/07/17,海の日
2023/08/11,山の日
2023/09/18,敬老の日
2023/09/23,秋分の日
2023/10/09,スポーツの日
2023/11/03,文化の日
2023/11/23,勤労感謝の日
2024/01/01,元日
2024/01/08,成人の日
2024/02/11,建国記念の日
2024/02/12,振替休日
2024/02/23,天皇誕生日
2024/03/20,春分の日
2024/04/29,昭和の日
2024/05/03,憲法記念日
2024/05/04,みどりの日
2024/05/05,こどもの日
2024/05/06,振替休日
2024/07/15,海の日
2024/08/11,山の日
2024/08/12,振替休日
2024/09/16,敬老の日
2024/09/22,秋分の日
2024/09/23,振替休日
2024/10/14,スポーツの日
2024/11/03,文化の日
2024/11/04,振替休日
2024/11/23,勤労感謝の日
2025/01/01,元日
2025/01/13,成人の日
2025/02/11,建国記念の日
2025/02/23,天皇誕生日
2025/02/24,振替休日
2025/03/20,春分の日
2025/04/29,昭和の日
2025/05/03,憲法記念日
2025/05/04,みどりの日
2025/05/05,こどもの日
2025/05/06,振替休日
2025/07/21,海の日
2025/08/11,山の日
2025/09/15,敬老の日
2025/09/23,秋分の日
2025/10/13,スポーツの日
2025/11/03,文化の日
2025/11/23,勤労感謝の日
2025/11/24,振替休日
2026/01/01,元日
2026/01/12,成人の日
2026/02/11,建国記念の日
2026/02/23,天皇誕生日
2026/03/20,春分の日
2026/04/29,昭和の日
2026/05/03,憲法記念日
2026/05/04,みどりの日
2026/05/05,こどもの日
2026/05/06,振替休日
2026/07/20,海の日
2026/08/11,山の日
2026/09/21,敬老の日
2026/09/22,国民の休日
2026/09/23,秋分の日
2026/10/12,スポーツの日
2026/11/03,文化の日
2026/11/23,勤労感謝の日
2027/01/01,元日
2027/01/11,成人の日
2027/02/11,建国記念の日
2027/02/23,天皇誕生日
2027/03/21,春分の日
2027/03/22,振替休日
2027/04/29,昭和の日
2027/05/03,憲法記念日
2027/05/04,みどりの日
2027/05/05,こどもの日
2027/07/19,海の日
2027/08/11,山の日
2027/09/20,敬老の日
2027/09/23,秋分の日
2027/10/11,スポーツの日
2027/11/03,文化の日
2027/11/23,勤労感謝の日
2028/01/01,元日
2028/01/10,成人の日
2028/02/11,建国記念の日
2028/02/23,天皇誕生日
2028/03/20,春分の日
2028/04/29,昭和の日
2028/05/03,憲法記念日
2028/05/04,みどりの日
2028/05/05,こどもの日
2028/07/17,海の日
2028/08/11,山の日
2028/09/18,敬老の日
2028/09/22,秋分の日
2028/10/09,スポーツの日
2028/11/03,文化の日
2028/11/23,勤労感謝の日
2029/01/01,元日
2029/01/08,成人の日
2029/02/11,建国記念の日
2029/02/12,振替休日
2029/02/23,天皇誕生日
2029/03/20,春分の日
2029/04/29,昭和の日
2029/04/30,振替休日
2029/05/03,憲法記念日
2029/05/04,みどりの日
2029/05/05,こどもの日
2029/07/16,海の日
2029/08/11,山の日
2029/09/17,敬老の日
2029/09/23,秋分の日
2029/09/24,振替休日
2029/10/08,スポーツの日
2029/11/03,文化の日
2029/11/23,勤労感謝の日
2030/01/01,元日
2030/01/14,成人の日
2030/02/11,建国記念の日
2030/02/23,天皇誕生日
2030/03/20,春分の日
2030/04/29,昭和の日
2030/05/03,憲法記念日
2030/05/04,みどりの日
2030/05/05,こどもの日
2030/05/06,振替休日
2030/07/15,海の日
2030/08/11,山の日
2030/08/12,振替休日
2030/09/16,敬老の日
2030/09/23,秋分の日
2030/10/14,スポーツの日
2030/11/03,文化の日
2030/11/04,振替休日
2030/11/23,勤労感謝の日
2031/01/01,元日
2031/01/13,成人の日
2031/02/11,建国記念の日
2031/02/23,天皇誕生日
2031/02/24,振替休日
2031/03/21,春分の日
2031/04/29,昭和の日
2031/05/03,憲法記念日
2031/05/04,みどりの日
2031/05/05,こどもの日
2031/05/06,振替休日
2031/07/21,海の日
2031/08/11,山の日
2031/09/15,敬老の日
